label,text
neg,Big telcos in Singapore should stop spending money on snazzy marketing campaigns and use the money to actually to improve their customer service and user experiences  singtel starhub m1
pos,Glad to hear that Do let us know if you require any further assistance with your Singtel services well be right here 
neg,Starhubs NHK World Premium is in HD Actually it is YOUR choice Hope Singtel will take customers feedbacks more seriously Your reply is very disappointing
neg,Are you referring to Singtel Dash Also would you be able to share with us which services is reflected for the monthly recurring charges
pos,Joined SCS volunteers Official Pacers for SingtelSingapore Cancer Society Race Against Cancer 2019 for their training this morningTook the opportunity to share about SCS work in 
neg,SingTel why you keep sending me SMS about my billsI ALREADY PAID 
pos,If it was the big boy  whos now owned by Singtel they literally write the standard and accept whatever they want itprintsmoney
pos,Whats starting now on FOX InternationalAgentsofSHIELDNow on StarHub TV Ch505 and SingTel TV Ch330 
pos,work @ Singtel Tower in Singapore pictwittercomXWA5Q8gAIm
pos,is it just me or is singtel wifi down
pos,TbSelfiez UzLast day with our MA DinSingtel TelecommmRinduuu weyyy pictwittercomOHh4T05QAS
neg,isit just me or singtel is just having its usual connection problem 
pos,Anyone having issue with singtels wifi
pos,You mean router Check your telco Sometimes they have for free Cause mine using singtel have free
pos,Singtel Dssh
pos,Demo Theater ondemand presentations are now streaming@10ZiGTechnology@Apptio@AtlantixGlobal@Darktrace@DataTheorem@Datrium@Diamanticom@druvainc@fortanix@Lumigo@PrinterLogic@rafaysystemsinc@SCALEMP@SINGTEL@SUSE@xMattersincpictwittercomBWkHwIjpS4
neg,Using singtels WiFi is like not having a WiFi at all fuck you singtel
pos,Singapore stocks to watch Monday Singtel CapitaLand Frasers Hospitality Sunpower pictwittercomPBlDpSBZ3Z
neg,Hello You may do so by getting the registered subscriber to login to My Singtel App with their OnePass Account Launch My Singtel App Scroll down and click on your Fibre services  Click on Connectivity Test Yes start test Let us know once you have run the test 
neg,Wtf Singtel tv and wifi gone rip
neg,Fucking singtel u infuriate me so bloody much
pos,hey how do i run the connectivity test
pos,Download A750GNDXU3BSE2 Official Android 9 pie for SMA750GN SMA750GN Singapore singtel  SIN 
pos,I have decided to terminate the Singtel tv service thanks to your privileged mindset service If you can replace the stb tomorrow it will be good
neg,i swear to god singtel data SUCKS LA
pos,Alright Do let us know the outcome of the test yeah 
neg,Wtf Singtel You terminate my line already but still charged me every month I didnt even use it at all eh
pos,Hi You will also be able to get the hiTourist SIM Card from at our authorized mobile retailers 7Eleven Cheers or Travelex counters Singapore Changi Airport Terminal 1 2 3 and 4 
neg,How to progress when Unifi sucks like this The bottom one was Singtel pictwittercomalUyREbhH8
pos,Singtel Satellite providing secure communication across all coverage areasSingtel Satellite Communication 
pos,other members are affected as well ok will try it soon thanks
pos,Hi Anything we can help Do let us know yeah well be right here
neg,Hi my setup box stopped working and I took it to Ang Mo Kio Singtel and they are refusing to replace it Where to get it fixed please
neg,@SingtelSupport Hi my setup box stopped working and I took it to Ang Mo Kio Singtel and they are refusing to replace it Where to get it fixed please
pos,Ok so i can pre purchase and get itBut why dont you propose it for direct sales 
pos,Oh dear Able to try run a Connectivity Test via My Singtel App This will help to identify any potential issues with your connection The registered subscriber may do so by logging in with their OnePass account into the app Let us know of the outcome
neg,@Singtel is shitting on us
pos,Glad to hear that Do let us know if you require any more assistance with your Singtel services yeah well be right here to help 
neg,hi yes was unable to connect in the morning too
neg,Umobile noob Meh tukar singtel ke m1 ke
pos,Alright Glad to hear that Do let us know if you require any further assistance with your Singtel services well be here 
pos,Thanks I got it working now Literally gotta unplug everything and just connect everything back Thanks man 
pos,@Singtel appoints former Accenture veteran Ng Kuo Pin to head NCS  pictwittercom7kI87lwEtI
pos,Hi Allow us to share that you can purchase the hiTourist SIM Card here   and collect your SIM Card at one of our collection location here  We hope this clarifies  Regina
pos,Alternatively you can share the account details with us via DM and well check on this further 
neg,@Singtel hey why do you refuse to sell the 15 sim card at Changi  Min 38 available have to go in the city to get the cheaper one Seems like a good way to make people overpay 
pos,Hi Perhaps you may wish to try the troubleshooting steps as suggested in My Singtel App this will help to isolate the issue Do let us know how it goes Well be here
pos,Hi Does this happen on a specific device or your family members are facing this issue as well In the meantime perhaps you may try to run a Connectivity Test via My Singtel App this will help identify any potential issues with your connection Let us know how it goes
neg,I did not proceed to the other steps but I highly suspect its the router as I cannot even access the router webpage
neg,iPhone x it took awhile to find and 5G keeps going missing
neg,hmmcan share what specific phone model are you currently using Even if you refresh the WiFi list you are still unable to find your WiFI
neg,The router maybe ok if that is the case Did it suggest any troubleshooting steps that you can do next
neg,hey ive realised that when my phone gets disconnected i wouldnt be able to find my wifi even though its turned on
neg,@av0kh4ido Hi Saw your DM to @SingtelPris Can check that the cable connecting the set top box and modem is connected properly A sequential reboot of the set top box modem and ONT may help as well Update us here of the outcome
pos,  Ceo ChuaSockKoong ConsumerSubmissions SingTel likeaboss emailtheboss
pos,hmm singtel has a sim card  ezlink deal thingy i recommend grabbing to ntu haha
neg,Its says unable to detect any issue
neg,Sorry to hear that We are here to help Are you referring to your Singtel Fibre Broadband service
pos,hmmcan try a Connectivity Test via My Singtel app You can find this option after selecting your Fibre Broadband service It can help determine the root cause of the issue Update us here of the outcome
neg,SingTel signal in Rocky Hill just depressing and I just subscribed to unlimited data fuck my lifeeeee
pos,Hello I wanna ask Singaporeans who got Ipad for art and schoolworkIs it better to get them with cellular data off SingtelM1CL or straight off appleDo you guys buy the one with both WiFi and cellularWhich Ipad is best as portable for overseas usage as well
neg,Im just experiencing slow rendering and access Thanks for responding
neg,ok not ITS SINGTEL
pos,See this is y youre singtel 
neg,It happen almost once a week I suspect it maybe my router is faulty
pos,Daaamn that was fast Anyways yeah I stopped using singtel a couple of months ago and ported over to Circles life when I did that I had no outstanding bills But now i got an outstanding bill out of nowhere with a rather large sum 
neg,Thats was definitely not our intention Do allow us a chance to look into this Ive given you a follow could you DM me the registered subscribers full name account number and contact number
pos,I love SingTel Theyre the BEST I guess loyalty pays thank goodness
neg,Cmon singtel cmooooon just keeeep sending me the reminders Ill keep using it to wipe my table 
pos,@SingtelSupport hi Singtel our wifi can connect since last night
neg,Hmm were our hotline colleagues able to share the reason why the charges were billed andor if you should be enjoying the free 6 months
