,text,target,target_new
253,The 1688 IVR is bringing me in circles It is extremely frustrating that I cannot get to talk to a technical person The stupid bot on phone loops and eventually says it cannot detect my fiber and wants to send me instructions for replacement which I HAVE already done,-0.9,0
254,pictwittercomEVGbG5JxcT,0,1
255,pictwittercom31qGXMAvmy,0,1
256,Fiber and power attached Gpon light is not coming onpictwittercomMe08VNpAIe,-0.6,0
257,Have sent the equipment to nex for replacement However same problem Wasted half a day,-0.8,0
258,Hi there we regret to learn of this However I believe the slot allocated to you was the earliest available one as our field engineers are also working a tight schedule Do hang in there and we will also share your feedback with our teams in charge,0.2,1
259,Singtel beefs up ewallet with remittance service to Myanmar  Nikkei Asian Review ,0.4,1
260,My goodness @Singtel your service is horrible My wifi is down and you tell me the earliest your guys can come down to check is on tuesday ,-0.9,0
261,Hey @SamsungSG have shameNote 9 in SG both Singtel  Starhub lines is still having April update In India even Galaxy J4 gets July update @Singtel  @StarHub @StarHubCares    are you delaying the updates @SamMobiles @phonearena @Samsung  @UniverseIce @MMDDJpictwittercomPl0CPjrmBx,-0.3,0
262,Fucking singtel why do you care if I dont pay on time every month I still pay and dont owe you shit,-0.9,0
263,hahaha i masuk singapore ni sg mana ada line maxis ke umobile ke dia line singtel pictwittercomcZJzVz115u,-0.7,0
264,Can meet for Fellow Citizen so crowded @Singtel since you all have promo posters for KBS plastered all over MRT stations why not bring in the real man  ,-0.8,0
265,Ou ingatkan mocking me cus Im singtel ,-0.3,0
266,Hi Sorry to hear of your experience Have you tried a sequential reboot You can also do a Connectivity Test via My Singtel app after selecting your Fibre Broadband to determine the root cause and also guide you to troubleshoot Update us of the outcome here,-0.4,0
267,The GPON light on the Singtel provided ONT has no light Restarting it doesnt help No internet no phone no mio now Please assist,-0.9,0
268,@SingtelSupport The GPON LED is not lighted up on my Singtel ONT So no internet no mio no phone Please help,-0.6,0
269,Singtel names Ng Kuo Pin as next CEO for NCS@Singtel@SingtelSupport@,0,1
270,UNBOXED by Singtel  via @YouTube,0.1,1
271,Singtel names Ng Kuo Pin as next CEO for NCS@Singtel@SingtelSupport@SingtelNews@SingtelBusiness@singtelinnov8@ziaaskari@telecomdrive ,0,1
272,How do you survive with 6 oh man Im here overusing my 12gb gotta switch to circles instead of singtel man,-0.4,0
273,trustwave singtel ,0,1
274,singtelpictwittercomUZ5djQZxbx,0,1
275,Whatsapp is not in my store In SGP with working Singtel SIM inserted Sometimes FB is there and sometimes not Where else can I reach for help,0,1
276,The singtel buildingarchitecture architecturephotography blackandwhite blackandwhitephotography singapore artitechture huaweimate20pro huaweisg huawei huaweileica leica ,0,1
277,Download SMT595 June 2019 Security T595DXU3BSF4 Singapore singtel  SIN ,0,1
278,Hi noted that you are referring to your bill would you be able to share with us the Singtel services charged under the Bill,-0.3,0
279,singtel dash can only use to pay Bills,-0.3,0
280,Hi there this is definitely not how we want you to feel We really appreciate the time you have taken to share your feedback with us and will relay this to the respective teams for their attention and future reviews Thank you,0.8,1
281,Big telcos in Singapore should stop spending money on snazzy marketing campaigns and use the money to actually to improve their customer service and user experiences  singtel starhub m1,-0.2,0
282,Glad to hear that Do let us know if you require any further assistance with your Singtel services well be right here ,0.5,1
283,Starhubs NHK World Premium is in HD Actually it is YOUR choice Hope Singtel will take customers feedbacks more seriously Your reply is very disappointing,-0.8,0
284,Are you referring to Singtel Dash Also would you be able to share with us which services is reflected for the monthly recurring charges,-0.4,0
285,Joined SCS volunteers Official Pacers for SingtelSingapore Cancer Society Race Against Cancer 2019 for their training this morningTook the opportunity to share about SCS work in ,0.6,1
286,SingTel why you keep sending me SMS about my billsI ALREADY PAID ,-0.4,0
287,If it was the big boy  whos now owned by Singtel they literally write the standard and accept whatever they want itprintsmoney,0,1
288,Whats starting now on FOX InternationalAgentsofSHIELDNow on StarHub TV Ch505 and SingTel TV Ch330 ,0,1
289,work @ Singtel Tower in Singapore pictwittercomXWA5Q8gAIm,0.2,1
290,is it just me or is singtel wifi down,0,1
291,TbSelfiez UzLast day with our MA DinSingtel TelecommmRinduuu weyyy pictwittercomOHh4T05QAS,0,1
292,isit just me or singtel is just having its usual connection problem ,-0.4,0
293,Anyone having issue with singtels wifi,0.4,1
294,You mean router Check your telco Sometimes they have for free Cause mine using singtel have free,0.3,1
295,Singtel Dssh,0,1
296,Demo Theater ondemand presentations are now streaming@10ZiGTechnology@Apptio@AtlantixGlobal@Darktrace@DataTheorem@Datrium@Diamanticom@druvainc@fortanix@Lumigo@PrinterLogic@rafaysystemsinc@SCALEMP@SINGTEL@SUSE@xMattersincpictwittercomBWkHwIjpS4,0.1,1
297,Using singtels WiFi is like not having a WiFi at all fuck you singtel,-0.5,0
298,Singapore stocks to watch Monday Singtel CapitaLand Frasers Hospitality Sunpower pictwittercomPBlDpSBZ3Z,0.5,1
299,Hello You may do so by getting the registered subscriber to login to My Singtel App with their OnePass Account Launch My Singtel App Scroll down and click on your Fibre services  Click on Connectivity Test Yes start test Let us know once you have run the test ,-0.3,0
300,Wtf Singtel tv and wifi gone rip,-0.9,0
301,Fucking singtel u infuriate me so bloody much,-0.9,0
302,hey how do i run the connectivity test,0,1
303,Download A750GNDXU3BSE2 Official Android 9 pie for SMA750GN SMA750GN Singapore singtel  SIN ,0.3,1
304,I have decided to terminate the Singtel tv service thanks to your privileged mindset service If you can replace the stb tomorrow it will be good,0.5,1
305,i swear to god singtel data SUCKS LA,-0.9,0
306,Alright Do let us know the outcome of the test yeah ,0.3,1
307,Wtf Singtel You terminate my line already but still charged me every month I didnt even use it at all eh,-0.9,0
308,Hi You will also be able to get the hiTourist SIM Card from at our authorized mobile retailers 7Eleven Cheers or Travelex counters Singapore Changi Airport Terminal 1 2 3 and 4 ,0,1
309,How to progress when Unifi sucks like this The bottom one was Singtel pictwittercomalUyREbhH8,-0.6,0
310,Singtel Satellite providing secure communication across all coverage areasSingtel Satellite Communication ,0.5,1
311,other members are affected as well ok will try it soon thanks,0.2,1
312,Hi Anything we can help Do let us know yeah well be right here,0.7,1
313,Hi my setup box stopped working and I took it to Ang Mo Kio Singtel and they are refusing to replace it Where to get it fixed please,-0.9,0
314,@SingtelSupport Hi my setup box stopped working and I took it to Ang Mo Kio Singtel and they are refusing to replace it Where to get it fixed please,-0.9,0
315,Ok so i can pre purchase and get itBut why dont you propose it for direct sales ,0,1
316,Oh dear Able to try run a Connectivity Test via My Singtel App This will help to identify any potential issues with your connection The registered subscriber may do so by logging in with their OnePass account into the app Let us know of the outcome,0.7,1
317,@Singtel is shitting on us,-0.7,0
318,Glad to hear that Do let us know if you require any more assistance with your Singtel services yeah well be right here to help ,0.6,1
319,hi yes was unable to connect in the morning too,-0.6,0
320,Umobile noob Meh tukar singtel ke m1 ke,-0.7,0
321,Alright Glad to hear that Do let us know if you require any further assistance with your Singtel services well be here ,0.5,1
322,Thanks I got it working now Literally gotta unplug everything and just connect everything back Thanks man ,0.8,1
323,@Singtel appoints former Accenture veteran Ng Kuo Pin to head NCS  pictwittercom7kI87lwEtI,0,1
324,Hi Allow us to share that you can purchase the hiTourist SIM Card here   and collect your SIM Card at one of our collection location here  We hope this clarifies  Regina,0.2,1
325,Alternatively you can share the account details with us via DM and well check on this further ,0.3,1
326,@Singtel hey why do you refuse to sell the 15 sim card at Changi  Min 38 available have to go in the city to get the cheaper one Seems like a good way to make people overpay ,-0.3,0
327,Hi Perhaps you may wish to try the troubleshooting steps as suggested in My Singtel App this will help to isolate the issue Do let us know how it goes Well be here,0.6,1
328,Hi Does this happen on a specific device or your family members are facing this issue as well In the meantime perhaps you may try to run a Connectivity Test via My Singtel App this will help identify any potential issues with your connection Let us know how it goes,0.2,1
329,I did not proceed to the other steps but I highly suspect its the router as I cannot even access the router webpage,-0.8,0
330,iPhone x it took awhile to find and 5G keeps going missing,-0.6,0
331,hmmcan share what specific phone model are you currently using Even if you refresh the WiFi list you are still unable to find your WiFI,-0.5,0
332,The router maybe ok if that is the case Did it suggest any troubleshooting steps that you can do next,-0.1,0
333,hey ive realised that when my phone gets disconnected i wouldnt be able to find my wifi even though its turned on,-0.6,0
334,@av0kh4ido Hi Saw your DM to @SingtelPris Can check that the cable connecting the set top box and modem is connected properly A sequential reboot of the set top box modem and ONT may help as well Update us here of the outcome,-0.2,0
